date,hour,slug,yes_token,no_token,utc_time
2025-09-02,9pm,bitcoin-up-or-down-september-2-9pm-et,86670388919034682768332791859157138720132767398686399258941429360715910150322,30826992171411393366487029631472519208619913015668279460460414424022002085385,2025-09-03T01:00:00Z
2025-09-02,10pm,bitcoin-up-or-down-september-2-10pm-et,71118375224963228422438439636406738877339378031263341181237081033263662583206,102153360269386744579878878902289789401422782123599276346155869565420612195518,2025-09-03T02:00:00Z
2025-09-02,11pm,bitcoin-up-or-down-september-2-11pm-et,7020855343311807577634561479685575697097697390825148347591919090751081157804,26378368626032858311306358708371005071089394487181136058204622526789002642298,2025-09-03T03:00:00Z
2025-09-03,12am,bitcoin-up-or-down-september-3-12am-et,3833119562386171432239841315092742912859751938077659316500760199332146745282,71172772117610791908463731633182480357696881129122903311886207260045070822311,2025-09-03T04:00:00Z
2025-09-03,1am,bitcoin-up-or-down-september-3-1am-et,36860496962375539426632464653853977428462350519003454490737184732955312966714,101204323944885795382532103856437307267457315783082889126395992651512412471605,2025-09-03T05:00:00Z
2025-09-03,2am,bitcoin-up-or-down-september-3-2am-et,106665944956527396301462301838021947627575316007687922858802938814375491354913,37981620721837706318017442748071725694544897965070821985859940460422897680366,2025-09-03T06:00:00Z
2025-09-03,3am,bitcoin-up-or-down-september-3-3am-et,53135684765624079296592959542054049558345002287481790527004664402887383656476,72350528100056041239246184894892191537458005946081773856673433686291285078702,2025-09-03T07:00:00Z
2025-09-03,4am,bitcoin-up-or-down-september-3-4am-et,61810621056021092398800364799485713473533604784828874460721430474068798256349,97539218000232347593908934573740009580385828596969824138181953122113744510800,2025-09-03T08:00:00Z
2025-09-03,5am,bitcoin-up-or-down-september-3-5am-et,65012269560078585389339994901904658792300340200553727794851650309109843859340,54499319200376517510537194829479158278432290516955801358620221334670667534292,2025-09-03T09:00:00Z
2025-09-03,6am,bitcoin-up-or-down-september-3-6am-et,76624107652914792811550700463341248004427810157690247696058037253137782904302,112309636293988581315528630210001084093090900992416201576827271681082281003570,2025-09-03T10:00:00Z
2025-09-03,7am,bitcoin-up-or-down-september-3-7am-et,97192580008474054128053296077962123080991600839880184515380871361910681184211,55525208561361380561274218800894421642052089796166670271296733681030462979633,2025-09-03T11:00:00Z
2025-09-03,8am,bitcoin-up-or-down-september-3-8am-et,106945114887031865278076382223952273160668829803005791742149747978150260325978,12512801989086592372106893421872232217180212504946476291354502437289031151247,2025-09-03T12:00:00Z
2025-09-03,9am,bitcoin-up-or-down-september-3-9am-et,110006559947422259888512978696627574119147142854947429373352637943778665958479,85357728913351394005715277221453537962887015629572098477664152641117761213763,2025-09-03T13:00:00Z
2025-09-03,10am,bitcoin-up-or-down-september-3-10am-et,99177944206005769990419225999420914922292092608088554323866698392058208125838,57736656673498822295923941588886551712235166637741703683281741503610805501700,2025-09-03T14:00:00Z
2025-09-03,11am,bitcoin-up-or-down-september-3-11am-et,62351095286559047086026628590029001707497240320544603839789733812616135231234,97315168521600588411118322478168963020225588295459675181412670813689492439183,2025-09-03T15:00:00Z
2025-09-03,12pm,bitcoin-up-or-down-september-3-12pm-et,61079475287875060097422627063444450211187681319193113259149291792716694636283,77622999183896604038387634654976426585333991299817042404318918169789568078859,2025-09-03T16:00:00Z
2025-09-03,1pm,bitcoin-up-or-down-september-3-1pm-et,113132045853128303538127155697546987403372305400685378134293349649891743039163,81886567844809187565859931236035777616173706696984266267959424650882224718207,2025-09-03T17:00:00Z
2025-09-03,2pm,bitcoin-up-or-down-september-3-2pm-et,104070213567062151970994517150065584177222359401865419846280496485449068189683,71732402964247980713461689478626416783711743083912825483761539051349439444046,2025-09-03T18:00:00Z
2025-09-03,3pm,bitcoin-up-or-down-september-3-3pm-et,26823970897464228917057887751547886080960442837506496292751539872413142000005,82785717513017978955428903550626726152988770296759151080819861497629816538374,2025-09-03T19:00:00Z
2025-09-03,4pm,bitcoin-up-or-down-september-3-4pm-et,51936106698500322888974575686329151873214412368088163041643688726599627753460,74738313233378971664638052814131404463423973108029612401716431550197295780413,2025-09-03T20:00:00Z
2025-09-03,5pm,bitcoin-up-or-down-september-3-5pm-et,53494235282424232344284039297181812552589577027823928307530723512963164376613,101521872294220335916039003209691854291566565830256345651547537790690423421021,2025-09-03T21:00:00Z
2025-09-03,6pm,bitcoin-up-or-down-september-3-6pm-et,79761822518411785701146870947111491099358461371867016747571208520767589462994,83744550712171274165767267097401637907945345180592027623029147087225697338402,2025-09-03T22:00:00Z
2025-09-03,7pm,bitcoin-up-or-down-september-3-7pm-et,46428986054832220603415781377952331535489217742718963672459046269597594860904,65754569091705927549725736538644947671535053805734059138127400063028638266604,2025-09-03T23:00:00Z
2025-09-03,8pm,bitcoin-up-or-down-september-3-8pm-et,10951277352221400677395393960999243309283789091573255131095984350426167491808,83059837671094017359700609494681647512474751566321601709157383699390757362995,2025-09-04T00:00:00Z
2025-09-03,9pm,bitcoin-up-or-down-september-3-9pm-et,99918243385315348647259665075068557032363444927275902464805845614215592190963,48245430582561637811510447219443894205131788190615758876182289875515908643876,2025-09-04T01:00:00Z
2025-09-03,10pm,bitcoin-up-or-down-september-3-10pm-et,56783737967999945289430773507045915693901639503838848433213809884943454511001,80463241251760137135968389699712860674573573946956453732032424488960170828094,2025-09-04T02:00:00Z
2025-09-03,11pm,bitcoin-up-or-down-september-3-11pm-et,110228548034385719347942354156949761933999727590310781462731542038125271239036,81089360461758864349830575463449390159128242022665609335523892604286074622996,2025-09-04T03:00:00Z
2025-09-04,12am,bitcoin-up-or-down-september-4-12am-et,66964917105856477034716290645342308382470044394096126690961705266920873871587,44547220141784367684121312908206927506472902482986635847282931379492042722827,2025-09-04T04:00:00Z
2025-09-04,1am,bitcoin-up-or-down-september-4-1am-et,78065780521111372310382476459709287153812857594027275262733784616714477672510,11449275536151545814432441071009687696883502783890162761681589333129732502354,2025-09-04T05:00:00Z
2025-09-04,2am,bitcoin-up-or-down-september-4-2am-et,58625040121501839513214575057303769016809677050869442243249936829701055881156,58850866765481008922685614021580861793708263989833428021373967105981394045501,2025-09-04T06:00:00Z
2025-09-04,3am,bitcoin-up-or-down-september-4-3am-et,12292009605267222030425360892471124027319503108303601999803589353220988517476,66463302493890414473312765183294419061222352880059665548036713591820593186959,2025-09-04T07:00:00Z
2025-09-04,4am,bitcoin-up-or-down-september-4-4am-et,33891645407283917594018178459272318249254662163267967667688147829676601854981,73331064861335090594441647971929539406095404397681615385926477962886785403624,2025-09-04T08:00:00Z
2025-09-04,5am,bitcoin-up-or-down-september-4-5am-et,29162499051107124865519238453021216132270747108940849509369055188215105077568,45015120480446220569108141768578452641541516574400039318825688720826607583039,2025-09-04T09:00:00Z
2025-09-04,6am,bitcoin-up-or-down-september-4-6am-et,110290929371955563882958769118043808183775937243782776001687537402087532626440,114678722220441438326059531767817276074602229940563324987220083368800269700610,2025-09-04T10:00:00Z
2025-09-04,7am,bitcoin-up-or-down-september-4-7am-et,10446387207453048319915106941492347832239133646778879967909672655121454333047,70179648531114446238718866829646569719166884854354144666444416676177596143700,2025-09-04T11:00:00Z
2025-09-04,8am,bitcoin-up-or-down-september-4-8am-et,2166150144044061757513351997441833687091407833678568662976830223908165246395,25504823430127510460723980093062887344806710380722187069745190092469029211613,2025-09-04T12:00:00Z
2025-09-04,9am,bitcoin-up-or-down-september-4-9am-et,24125618638211162907637615620803450572803535231756593105542725450615656300040,63750464595649305542271629475801524395683548385556977968433274543365424840326,2025-09-04T13:00:00Z
2025-09-04,10am,bitcoin-up-or-down-september-4-10am-et,68180849954636050055626989422339536407517293984562768606055612327796960786717,78614472524387774619147498865971072751152093634343369773522300088651423201510,2025-09-04T14:00:00Z
2025-09-04,11am,bitcoin-up-or-down-september-4-11am-et,6814937369418414876383550408812464407263903532362486271836185062071836488592,108563049542704440363070941250049670500331186935869945377233505673082313328888,2025-09-04T15:00:00Z
2025-09-04,12pm,bitcoin-up-or-down-september-4-12pm-et,54248993191711488698071955765439224152579908350069287802673699667835933434827,23856101339946302321319909619297050554124020992091101426588365553004103062454,2025-09-04T16:00:00Z
2025-09-04,1pm,bitcoin-up-or-down-september-4-1pm-et,1860319430074269215140136879546551363943131953351063906028930516933334332306,12188550197645299218939540930167437310048990367466426618465626423403987782384,2025-09-04T17:00:00Z
2025-09-04,2pm,bitcoin-up-or-down-september-4-2pm-et,97427838449830539915411272441397755082360840235874073007715579047890043917412,95275717504998936386177991736933718107443466543853107048150857768536680379833,2025-09-04T18:00:00Z
2025-09-04,3pm,bitcoin-up-or-down-september-4-3pm-et,23908797133407359533900896888789877223333730170109774520129143388572662666990,90346346988879989579434464038082259680981671125802263036865894421000012633426,2025-09-04T19:00:00Z
2025-09-04,4pm,bitcoin-up-or-down-september-4-4pm-et,46154541433894543236547052838373110270725963529904310751041228724617489058461,86008155125239726172242859124620141492119211395477877549457609721763405732264,2025-09-04T20:00:00Z
2025-09-04,5pm,bitcoin-up-or-down-september-4-5pm-et,1122108148061361923400251740221284013780845311470707394670703816812852258994,107919815517690832258310641686007064332871034408502174354722229346019404311625,2025-09-04T21:00:00Z
2025-09-04,6pm,bitcoin-up-or-down-september-4-6pm-et,76736540746587289131133715457847711333253156781311519019090311720539257714058,106250635108065684337280121134817255147489385921663271999480761568779223341749,2025-09-04T22:00:00Z
2025-09-04,7pm,bitcoin-up-or-down-september-4-7pm-et,16980808619491297896402531376838950840909234663235283423045581947424768763673,38241169367643763664462031065277339387656660971996519891930219805569194235195,2025-09-04T23:00:00Z
2025-09-04,8pm,bitcoin-up-or-down-september-4-8pm-et,87164991668087471859859703282804556587513625405760733962275391303266931872535,35136946068269669232613339726754694288253072170647289377813566880579412672157,2025-09-05T00:00:00Z
2025-09-04,9pm,bitcoin-up-or-down-september-4-9pm-et,113779581856562191228278027576581239873056262025046586602885437321439698524716,106019230229229623750903405197478728638235612161858368015617547997625933892501,2025-09-05T01:00:00Z
2025-09-04,10pm,bitcoin-up-or-down-september-4-10pm-et,99522233289060350653275868966609215636686516966887526148174663399691249666397,68230250112456155091678882182435904843106324406488075009355942500027274899600,2025-09-05T02:00:00Z
2025-09-04,11pm,bitcoin-up-or-down-september-4-11pm-et,32023592538285600569704648789751211866465892278088114202694591254885355090439,29128639621158949945593689056563120943681939379952909846940148329485484775669,2025-09-05T03:00:00Z
2025-09-05,12am,bitcoin-up-or-down-september-5-12am-et,110961575802394203804758903721976223702424827564237233798733896326613085517103,22829413694435668935049461185595366449721413243045043182607854318264945847780,2025-09-05T04:00:00Z
2025-09-05,1am,bitcoin-up-or-down-september-5-1am-et,23796529940373552792652067749386541953340747386748702345422272794660887159427,37346909075475758413623804915040721384442386507888662138224908221020851751872,2025-09-05T05:00:00Z
2025-09-05,2am,bitcoin-up-or-down-september-5-2am-et,36727848301117404636086131990767774562116091000915894107635601634011093168874,53127734787947630400606179725802414562359414467274462812998214757499407124694,2025-09-05T06:00:00Z
2025-09-05,3am,bitcoin-up-or-down-september-5-3am-et,100325020140223982154140433119543441123014838617020824916345736251482896809632,72772543059159494267651453096225203151596561220301763320696593767513333547941,2025-09-05T07:00:00Z
2025-09-05,4am,bitcoin-up-or-down-september-5-4am-et,108658697287162363517899010430558946178167234656365962856391427002038476247735,26240987189031895631764173628174664681323893947194494627235878067086936558254,2025-09-05T08:00:00Z
2025-09-05,5am,bitcoin-up-or-down-september-5-5am-et,108901946254992253960951265854268764380773507793165064067503092160511305663787,16289922782227676161926736414240371243354254106052169758408266424628047947280,2025-09-05T09:00:00Z
2025-09-05,6am,bitcoin-up-or-down-september-5-6am-et,16343266278984004498035802902458878811362255162590657014361726457941448904100,39206235586176507445326912917039711265874723820074334836473451899410816305455,2025-09-05T10:00:00Z
2025-09-05,7am,bitcoin-up-or-down-september-5-7am-et,85149017255973662868686871541850579600495126389618601319618127491860667948549,35607734402575036062999510570183271919829647022687233274319352922005662704589,2025-09-05T11:00:00Z
2025-09-05,8am,bitcoin-up-or-down-september-5-8am-et,33746005742404890752506206980960268812634214567518306645036150365718296483307,28057554934236335929519760114043502333454096400619327269563929774898258442454,2025-09-05T12:00:00Z
2025-09-05,9am,bitcoin-up-or-down-september-5-9am-et,46940272647836546181281875551349265980260166285424246512385053497020134109790,4215501008630498272198159425722689282658714471402565843319113325448816901864,2025-09-05T13:00:00Z
2025-09-05,10am,bitcoin-up-or-down-september-5-10am-et,51790141338733520431199526172739990417155475369308399803828616108440981629758,108565815048238314927873130405574114231250922522845315581441603668542207729155,2025-09-05T14:00:00Z
2025-09-05,11am,bitcoin-up-or-down-september-5-11am-et,79582115583680967408410795534358853311782945259155686721006697966110540109361,100689759245808021623495614491246037983962053992104703043799057187659716200011,2025-09-05T15:00:00Z
2025-09-05,12pm,bitcoin-up-or-down-september-5-12pm-et,49131507474347194053151637698289747225156677687872987992821493127580996920919,32417987048409795740609975144814587193933636472961150285739930957884077478533,2025-09-05T16:00:00Z
2025-09-05,1pm,bitcoin-up-or-down-september-5-1pm-et,4930457433810193867997017881397893496661188334980488721229662120604636032861,39780833879943183366648973749356285007019215873946749604333886403115748827752,2025-09-05T17:00:00Z
2025-09-05,2pm,bitcoin-up-or-down-september-5-2pm-et,70731704960422716302353684739557415871553165380767768612170507275349785085903,69407521194942253028142313001047045118329007430507895460298813935179484945323,2025-09-05T18:00:00Z
2025-09-05,3pm,bitcoin-up-or-down-september-5-3pm-et,42012984993201229220471890250571008901415580515970790273663882816607277690252,25653502469344964861508918066173209624938906869381276793918956627426722427888,2025-09-05T19:00:00Z
2025-09-05,4pm,bitcoin-up-or-down-september-5-4pm-et,73045046868076051330454968604315784769003773477343455203280119371758148320078,94637220413681986770435259945033698844325787406996071351702472045195287108757,2025-09-05T20:00:00Z
2025-09-05,5pm,bitcoin-up-or-down-september-5-5pm-et,25755318275845420527418350652373349716476898769104281487597906500516752127770,72807008662082285452219129246014455966654507203157001035972012335081164498758,2025-09-05T21:00:00Z
2025-09-05,6pm,bitcoin-up-or-down-september-5-6pm-et,14128262570261977972605033402901247398647907560412706774298558201926708536095,71097465264128233603224038704492047453846726410490222484610083181778902067878,2025-09-05T22:00:00Z
2025-09-05,7pm,bitcoin-up-or-down-september-5-7pm-et,39722541380258932056721118203493533776191477406168684774655814429651736737336,43715373889672111322055292066922937610799801556220830969020834642118381406862,2025-09-05T23:00:00Z
2025-09-05,8pm,bitcoin-up-or-down-september-5-8pm-et,5024542627888355267119116747198571067866259019268630362218001129225448964098,8017553689654252165458096792341897101975533881445976332827635559976286402223,2025-09-06T00:00:00Z
2025-09-05,9pm,bitcoin-up-or-down-september-5-9pm-et,95952578390660139586999890695661068531730543988742431801549636550858822595690,73812692102457090150524101081300520348615756940689173036834549722631935455158,2025-09-06T01:00:00Z
2025-09-05,10pm,bitcoin-up-or-down-september-5-10pm-et,61727020194462718560619349234265935804268641419774514374139258623949999165931,7332725143695928848005949688842892819439281761319207591446845900122909719713,2025-09-06T02:00:00Z
2025-09-05,11pm,bitcoin-up-or-down-september-5-11pm-et,68714567576967794634829920333819808586925682841315511257496776500295903244965,98043404189332428522267707033811666001885335436768398209672416531934949260201,2025-09-06T03:00:00Z
2025-09-06,12am,bitcoin-up-or-down-september-6-12am-et,37966838674209944182208708097138677463405113317764849458851332862306730029633,55828903917422168622458108220786589374349161011217157666939983562616959252447,2025-09-06T04:00:00Z
2025-09-06,1am,bitcoin-up-or-down-september-6-1am-et,46854672226336372988037396097396261423775502203847767753503910147156710802586,58291353155664089481224174169625418493364270350956192964795066780325187065993,2025-09-06T05:00:00Z
2025-09-06,2am,bitcoin-up-or-down-september-6-2am-et,112855582566910055502304369920052437033094116876670206610703867630764010252251,75428980060918207708547963086331354179646658650650401971032428350787055914207,2025-09-06T06:00:00Z
2025-09-06,3am,bitcoin-up-or-down-september-6-3am-et,22207166408100701137195462142685376471884684225039567493033404379967922072488,50762234198230673325110302286268633015034104761116354193621161767166672706392,2025-09-06T07:00:00Z
2025-09-06,4am,bitcoin-up-or-down-september-6-4am-et,93204859070258908845072656005006285746239417479088135468180185035164829588324,13477202100492198685485811664398548499058990995568013793008423801623759355884,2025-09-06T08:00:00Z
2025-09-06,5am,bitcoin-up-or-down-september-6-5am-et,88909733352987417762787046594900696548017632442593676343451063321529944331132,63059968002834579794946414481362676932873765136941027824721004660359275823912,2025-09-06T09:00:00Z
2025-09-06,6am,bitcoin-up-or-down-september-6-6am-et,70652815848458142701976410668717934122626530589100004234380238948490047927670,79988358854093150213072425758023831358567086829783233600315455396319950246383,2025-09-06T10:00:00Z
2025-09-06,7am,bitcoin-up-or-down-september-6-7am-et,17706123167216369106329490060801303951560446951698149160576214453220019213167,102714845134829412265638003530360597518784490634112261722719127075177922182590,2025-09-06T11:00:00Z
2025-09-06,8am,bitcoin-up-or-down-september-6-8am-et,5055100601850413017020048502949212570047150916762106181405338034030773271995,60592895376052178002440277699016596112801833022589550675027532685788249256511,2025-09-06T12:00:00Z
2025-09-06,9am,bitcoin-up-or-down-september-6-9am-et,82539983910267511246715265873648318356388383821949924614158364555718031417424,23955550498553446352923781213866000773672836501115752776789133506625569500921,2025-09-06T13:00:00Z
2025-09-06,10am,bitcoin-up-or-down-september-6-10am-et,8220579346524247556310830822688731033269716585727805371454161463052312860219,74538784112415141885821201863082561984369654501411754286246860665414322046209,2025-09-06T14:00:00Z
2025-09-06,11am,bitcoin-up-or-down-september-6-11am-et,45324399452266365910629936793576557543373365984982709649693758860696160716477,86943855843552086210270300110743289198731449451982843048815037967352583559442,2025-09-06T15:00:00Z
2025-09-06,12pm,bitcoin-up-or-down-september-6-12pm-et,78304087338297746865270352217051653685746192971565797284276181429154576717425,110207153380140969777953457441330775909419436702017954925608470512344927374138,2025-09-06T16:00:00Z
2025-09-06,1pm,bitcoin-up-or-down-september-6-1pm-et,113537959000712322971560824564811864623155626315499535962294056220527663999146,33197971021297061313120063947504064043400255670984274142438176856459712682376,2025-09-06T17:00:00Z
2025-09-06,2pm,bitcoin-up-or-down-september-6-2pm-et,47404077437029803009364816970595836662386711234067723734035587808634941496411,101915930543597686751841567560726375072904102691347421604239683931381284114136,2025-09-06T18:00:00Z
2025-09-06,3pm,bitcoin-up-or-down-september-6-3pm-et,20326299504097632902459249483131047550710247800100480908657797829463827000315,35066557255160214999634398765464323626446946065296191301579228826257780555404,2025-09-06T19:00:00Z
2025-09-06,4pm,bitcoin-up-or-down-september-6-4pm-et,23331521682151249944696020777640168107533188362983435649673821597890929212836,70473544939798398415901056559367361078195055848288439145621131844969504802887,2025-09-06T20:00:00Z
2025-09-06,5pm,bitcoin-up-or-down-september-6-5pm-et,82517575824744784015521505625435874017299648367097568452893741245652730335969,81399485236163232221893610822425983519946783751738762217362144256836759600980,2025-09-06T21:00:00Z
2025-09-06,6pm,bitcoin-up-or-down-september-6-6pm-et,14786405532357767129900305961101203805130481644451754299829810093314201703100,2639808306493090769613534130229877285571307649721405125595104497726613688621,2025-09-06T22:00:00Z
2025-09-06,7pm,bitcoin-up-or-down-september-6-7pm-et,94474023695811914098997801432861888746587173772562243174718947377343073233793,55494201527439918784578022715287782017958771134254846222380378608633215520295,2025-09-06T23:00:00Z
2025-09-06,8pm,bitcoin-up-or-down-september-6-8pm-et,80336545292774093689166731179731410523296665269574531417323616240693554492088,4623154407721231458477878290216031442734788813184445688075445062936246065527,2025-09-07T00:00:00Z
2025-09-06,9pm,bitcoin-up-or-down-september-6-9pm-et,4781312933891974818142849618205070173041149764075860638385719996076609747761,30534411284823368620154917948323919400656827166700622514423424161977460067020,2025-09-07T01:00:00Z
2025-09-06,10pm,bitcoin-up-or-down-september-6-10pm-et,46931802062323788504543282598680280608808338804060267202756356375937808927073,109862570974398639921234939693977670962766360382315675989970903362805963266367,2025-09-07T02:00:00Z
2025-09-06,11pm,bitcoin-up-or-down-september-6-11pm-et,72611209373774962337801350854851053037573289348846328863539800340383666760225,40106806001387297880704824440471864236316806109342891631308560297156032240581,2025-09-07T03:00:00Z
2025-09-07,12am,bitcoin-up-or-down-september-7-12am-et,82266752285388623915456426619368931844434651223769239261514088336466696330225,68760711230604417064484211114457063126796143749058703540735736421254992933206,2025-09-07T04:00:00Z
2025-09-07,1am,bitcoin-up-or-down-september-7-1am-et,59468466681193268599871383849631925322821251717578942468635926358590258543145,78920658428093667544456914053114916991585344118538865189151531268419244100819,2025-09-07T05:00:00Z
2025-09-07,2am,bitcoin-up-or-down-september-7-2am-et,21850772104460581386512296981470109140618480490656042711151513303941607986577,95584406147536402235308616353203321882409079677123584237586010886985433949384,2025-09-07T06:00:00Z
2025-09-07,3am,bitcoin-up-or-down-september-7-3am-et,14088136015188477611303562086814115610687690333135035841958968005543217482487,11524688675706537507407831435941649037861159094783946047359386587452256662081,2025-09-07T07:00:00Z
2025-09-07,4am,bitcoin-up-or-down-september-7-4am-et,98313781228191430115790371622325919040148882022476650847080628327609462177941,88986443541644691320383728892641851070925836216683868224614935941506893262202,2025-09-07T08:00:00Z
2025-09-07,5am,bitcoin-up-or-down-september-7-5am-et,76911372642005903991383953318612204323997400424110393591909346333346464877421,57580524158335315650120366292489017418998408028369258343372064437044576211175,2025-09-07T09:00:00Z
2025-09-07,6am,bitcoin-up-or-down-september-7-6am-et,3973753807844695657516826860602327088747865995390755838960617458741151894161,33049002135434933365582153237286659397986667240765942760032489671362367317754,2025-09-07T10:00:00Z
2025-09-07,7am,bitcoin-up-or-down-september-7-7am-et,49638374265462415483371888351335950632606498937593072830507502445339981995596,86218594347479196114713850496544725083303509340568683338278843643498564771071,2025-09-07T11:00:00Z
2025-09-07,8am,bitcoin-up-or-down-september-7-8am-et,73431759300071535815372321625287458173966050561621567927796805788842494471051,71976439723556484330438419746307456791522251218170136889628467745085860001107,2025-09-07T12:00:00Z
2025-09-07,9am,bitcoin-up-or-down-september-7-9am-et,83919704209566702528023999006622423309171538447736499732240123464326083210121,46725961307080156520424307141695185745212592400739290392771790046397310784538,2025-09-07T13:00:00Z
2025-09-07,10am,bitcoin-up-or-down-september-7-10am-et,54808982196086188400841984843437883762949161091999702940197909341225766963721,7769856648578867590883062394079757578978436866843000984323680038911851707816,2025-09-07T14:00:00Z
2025-09-07,11am,bitcoin-up-or-down-september-7-11am-et,93563455641884013294366656612471745922619580534539940672799257065782406194220,4167515711168306702958036587706694135582523932576074944123134845391757067264,2025-09-07T15:00:00Z
2025-09-07,12pm,bitcoin-up-or-down-september-7-12pm-et,67117595336706138839927162363565679292621527091037643723159483783907618915372,7742834467780945533874457683575397922918475366348513648627274848169370660626,2025-09-07T16:00:00Z
2025-09-07,1pm,bitcoin-up-or-down-september-7-1pm-et,72684811372654405651614245971409566436769048532459417376440819579474866880205,96422393430668736326453352309485395048916987300044527645060083214183538135144,2025-09-07T17:00:00Z
2025-09-07,2pm,bitcoin-up-or-down-september-7-2pm-et,4848473676016309756083744548806356625183056448380891680374414901888427855101,2707106659563657377341067306950372222787362583319796365629941639052483318683,2025-09-07T18:00:00Z
2025-09-07,3pm,bitcoin-up-or-down-september-7-3pm-et,33324700952034302852094005523347644359718452054327469076920210939699825451150,13444929547280631499033247508602667848882167684713393508282399320711738818502,2025-09-07T19:00:00Z
2025-09-07,4pm,bitcoin-up-or-down-september-7-4pm-et,112916826565478134683219528064433646526004281439283028059207276573488626392356,10409015228994002062734062527842057665805711486247188911015369908179223817052,2025-09-07T20:00:00Z
2025-09-07,5pm,bitcoin-up-or-down-september-7-5pm-et,26680248825606422351116560422519555036545765202796885429165609011398851011296,26645211288801639695691728397326622505592650975473880479989721977146958757373,2025-09-07T21:00:00Z
2025-09-07,6pm,bitcoin-up-or-down-september-7-6pm-et,58695215092119090252836088039904049656876373279773732847816879833678228204419,17167673763616184874412488937115804698673382216866784353304858077214114676947,2025-09-07T22:00:00Z
2025-09-07,7pm,bitcoin-up-or-down-september-7-7pm-et,17633802980058965193344840741890748831253903734966279250866102928687435924042,52490185882626499018217047111826474143112139291363530667633131229995071393392,2025-09-07T23:00:00Z
2025-09-07,8pm,bitcoin-up-or-down-september-7-8pm-et,54247940447955770522601838813669861914580721954440557820319269656165990576106,39025313125547688155728432346677428878192353669875635729003826447523737846011,2025-09-08T00:00:00Z
2025-09-07,9pm,bitcoin-up-or-down-september-7-9pm-et,96748065389944401806082746685416316327241960211832943106341817410903537819492,52475530774996340412798511205678497571714054975278483744233845131893500943884,2025-09-08T01:00:00Z
2025-09-07,10pm,bitcoin-up-or-down-september-7-10pm-et,30695592357058615696010420926476870455274656873050342402136828848999624123929,111278082155285998285735193877497948307681570962526640385602795919192376761583,2025-09-08T02:00:00Z
2025-09-07,11pm,bitcoin-up-or-down-september-7-11pm-et,113944595263489446529636445225701173859652773861842111620118080365549624642406,44919964793334611411200573155705687082917312270221716971210524418245194516098,2025-09-08T03:00:00Z
2025-09-08,12am,bitcoin-up-or-down-september-8-12am-et,92371321474426001376607713164598860518336425276071285235520855859290653036971,108926797454476880129695095884652814578282693184365328526208854480929730875812,2025-09-08T04:00:00Z
2025-09-08,1am,bitcoin-up-or-down-september-8-1am-et,46881235276048666881093376840755203347340815383180322136347436268952559048744,24278683393672894817957331803373743217206089913241854550933063235857354400956,2025-09-08T05:00:00Z
2025-09-08,2am,bitcoin-up-or-down-september-8-2am-et,78886636013223287202865997113312505569998677878862002300261528427796756801240,19030584009430329126117517279835397655645502537850989334446241551521382044802,2025-09-08T06:00:00Z
2025-09-08,3am,bitcoin-up-or-down-september-8-3am-et,45588234889314325163674933078168010209313615945847570698320749163467272209718,110516880506448539454331744820678622763739980677147556197094754541241615968201,2025-09-08T07:00:00Z
2025-09-08,4am,bitcoin-up-or-down-september-8-4am-et,93457658070220988147831341080530913737558915543930437770404140012106948107268,113937967321922427384856118295286218453455166976720575925265540078351896889459,2025-09-08T08:00:00Z
2025-09-08,5am,bitcoin-up-or-down-september-8-5am-et,78677860964075416002184207792542872334970840371526287967617505533888724731243,32258189439874125408386891929912891102428653817351614952597312911601924944856,2025-09-08T09:00:00Z
2025-09-08,6am,bitcoin-up-or-down-september-8-6am-et,110213001158158084485063304768915007789434500285350046753957951916781337980770,79273840892795551915254520926389168249200997671902159264791362624346745134884,2025-09-08T10:00:00Z
2025-09-08,7am,bitcoin-up-or-down-september-8-7am-et,68593993770118065826027001026296893126077979208347684189494298460276710124232,64066166992761972841360421161468875105130631719593303215996926882199233906289,2025-09-08T11:00:00Z
2025-09-08,8am,bitcoin-up-or-down-september-8-8am-et,63654178417780605263486653974740748460420314506993211573955127190654157961671,64767665370079249056430762943010777960738872701968005320092296837534680778172,2025-09-08T12:00:00Z
2025-09-08,9am,bitcoin-up-or-down-september-8-9am-et,76450656101215468994522161766015749783703158963302028624093639627136009615184,30491717432419875859251538799282770074433469776698196182444515621129665062970,2025-09-08T13:00:00Z
2025-09-08,10am,bitcoin-up-or-down-september-8-10am-et,112182615449458065058169357614101778642915447259059424764869705100865432003189,95465662911628889243107451109714594979180131133593733771340446745253578380665,2025-09-08T14:00:00Z
2025-09-08,11am,bitcoin-up-or-down-september-8-11am-et,48637294059408808347970898070799950934234570858258151650347717206275231140734,46972617687441622946936363253918601103657951894123469441476539580434262518689,2025-09-08T15:00:00Z
2025-09-08,12pm,bitcoin-up-or-down-september-8-12pm-et,9321284051635208352806310130864735998304380151914821427901382143441232263039,113514783778457000237227952088359015292500714922330811749717176234460643234352,2025-09-08T16:00:00Z
2025-09-08,1pm,bitcoin-up-or-down-september-8-1pm-et,20522340529513530942120566352765640133913621064516795131634999088394972656740,63477888762510732744294442255699911550822520979490854022282987458966811501186,2025-09-08T17:00:00Z
2025-09-08,2pm,bitcoin-up-or-down-september-8-2pm-et,89725978958537335746576609637526904205420486135112017472921063362960818877104,14004318753422118776117813080206067684111276028531424563738855465692889922249,2025-09-08T18:00:00Z
